No,X1 transaction date,X2 house age,X3 distance to the nearest MRT station,X4 number of convenience stores,X5 latitude,X6 longitude,Y house price of unit area
29,2013.5,19.2,0.05600795293068171,4,24.97419,121.53797,47.0
30,2013.0833333,7.1,-0.03518378662440116,5,24.97563,121.54694,57.1
31,2013.5,25.9,3.457182007670344,0,24.94826,121.49587,22.1
32,2012.75,29.6,0.2379253192958144,7,24.98281,121.53408,25.0
33,2012.75,37.9,-0.0031405526500526615,1,24.97349,121.53451,34.2
34,2013.25,16.5,-0.14470637558111726,6,24.97841,121.54281,49.3
35,2012.75,15.4,-0.24624513135366174,7,24.98419,121.54243,55.1
36,2013.5,13.9,3.07925127013577,0,25.01459,121.51816,27.3
37,2012.9166667,14.7,1.2384844829092851,2,24.96386,121.51458,22.9
38,2013.1666667,12.0,0.7450144391942618,1,24.95204,121.54842,25.3
39,2012.6666667,3.1,0.07359104761371736,6,24.97201,121.54722,47.7
40,2013.1666667,16.2,-0.17417551694306949,5,24.98203,121.54348,46.2
41,2013.0,13.6,3.081480542325183,0,24.94155,121.50381,15.9
42,2013.5,16.8,3.0682371032268905,0,24.94297,121.50342,18.2
43,2013.4166667,36.1,0.02337465284042924,5,24.96305,121.53758,34.7
44,2012.75,34.4,0.01764515720875553,6,24.98748,121.54301,34.1
45,2013.5833333,2.7,0.035404739516798144,4,24.97445,121.54765,53.9
46,2013.0833333,36.6,-0.0029288705083856323,8,24.97015,121.54494,38.3
47,2013.4166667,21.7,-0.024266190035625388,9,24.9703,121.54458,42.0
48,2013.5833333,35.9,0.12747951807890817,3,24.97563,121.53715,61.5
49,2013.4166667,24.2,3.531055298139617,0,24.94684,121.49578,13.4
50,2012.6666667,29.4,3.449172250720243,1,24.94925,121.49542,13.2
51,2013.4166667,21.7,0.017440513970420533,4,24.974,121.53842,44.2
52,2013.0833333,31.3,1.086887965209276,1,24.95402,121.55282,20.7
53,2013.5833333,32.1,0.8123475583846986,3,24.97419,121.5175,27.0
54,2013.0833333,13.3,0.0,5,24.96515,121.53737,38.9
55,2013.0833333,16.1,-0.17417551694306949,5,24.98203,121.54348,51.7
56,2012.8333333,31.7,0.5737570627240111,0,24.94968,121.53009,13.7
57,2013.4166667,33.6,-0.10385112135738894,8,24.97254,121.54059,41.9
58,2012.9166667,3.5,-0.3740550916078932,7,24.95744,121.53711,53.5
59,2013.5,30.3,3.449172250720243,1,24.94925,121.49542,22.6
60,2013.0833333,13.3,-0.1340637254237119,5,24.95776,121.53438,42.4
61,2013.4166667,11.0,1.235220835291207,2,24.96365,121.51471,21.3
62,2013.5,5.3,-0.19963926478826372,6,24.97585,121.54516,63.2
63,2012.9166667,17.2,1.445246259466681,3,24.96303,121.51254,27.7
64,2013.5833333,2.6,0.035404739516798144,4,24.97445,121.54765,55.0
65,2013.3333333,17.5,0.4322265201498908,0,24.96305,121.54915,25.3
66,2013.4166667,40.1,-0.3163114910440255,8,24.97635,121.54329,44.3
67,2013.0,1.0,-0.2563592628791758,6,24.96571,121.54089,50.7
68,2013.5,8.5,-0.33256346043475354,5,24.96674,121.54067,56.8
69,2013.4166667,30.4,-0.024042404413838724,6,24.97964,121.53805,36.2
70,2012.8333333,12.5,0.0598763453533195,5,24.98746,121.54391,42.0
71,2013.5833333,6.6,-0.3448850092132377,9,24.97433,121.5431,59.0
72,2013.0833333,35.5,0.12747951807890817,3,24.97563,121.53715,40.8
73,2013.5833333,32.5,-0.05810279923451066,8,24.97587,121.53913,36.3
74,2013.1666667,13.8,3.081480542325183,0,24.94155,121.50381,20.0
75,2012.9166667,6.8,-0.09671951051809587,10,24.98343,121.53762,54.4
76,2013.5,12.3,0.7450144391942618,1,24.95204,121.54842,29.5
77,2013.5833333,35.9,0.1065871087464211,3,24.97723,121.53767,36.8
78,2012.8333333,20.5,1.4531873441891536,3,24.96322,121.51237,25.6
79,2012.9166667,38.2,0.05168083002748091,2,24.97598,121.53381,29.8
80,2013.0,18.0,0.791967358030041,1,24.95182,121.54887,26.5
81,2013.5,11.8,0.035404739516798144,4,24.97445,121.54765,40.3
82,2013.0,30.8,-0.09823193049134463,6,24.96427,121.53964,36.8
83,2013.0833333,13.2,-0.2929699725534274,7,24.96725,121.54252,48.1
84,2012.9166667,25.3,1.901500247820901,3,24.96056,121.50831,17.7
85,2013.0833333,15.1,-0.09352367672480166,7,24.96735,121.54464,43.7
86,2012.75,0.0,-0.1315617386503263,9,24.96853,121.54413,50.8
87,2012.8333333,1.8,0.8271283969790401,1,24.9512,121.549,27.0
88,2013.5833333,16.9,3.0682371032268905,0,24.94297,121.50342,18.3
89,2012.9166667,8.9,0.7847507653090569,0,24.98573,121.52758,48.0
90,2013.5,23.0,2.966394472847087,0,24.94783,121.50243,25.3
91,2012.8333333,0.0,-0.187318007866747,1,24.9748,121.53059,45.4
92,2013.25,9.1,0.7809617751496154,0,24.98569,121.5276,43.2
93,2012.9166667,20.6,1.6974175465438897,4,24.96108,121.51046,21.8
94,2012.9166667,31.9,0.5614793268267542,0,24.9492,121.53076,16.1
95,2012.9166667,40.9,-0.2786653758576946,5,24.9663,121.54026,41.0
96,2012.9166667,8.0,-0.33256346043475354,5,24.96674,121.54067,51.8
97,2013.4166667,6.4,-0.3448850092132377,9,24.97433,121.5431,59.5
98,2013.0833333,28.4,0.10748156451129154,3,24.97746,121.53299,34.6
99,2013.4166667,16.4,-0.17417551694306949,5,24.98203,121.54348,51.0
100,2013.4166667,6.4,-0.3448850092132377,9,24.97433,121.5431,62.2
101,2013.5,17.5,0.40561105320707025,4,24.98872,121.53411,38.2
102,2012.8333333,12.7,-0.27649361665892097,1,24.97371,121.52984,32.9
103,2013.0833333,1.1,-0.2563592628791758,6,24.96571,121.54089,54.4
104,2012.75,0.0,-0.2436497503507004,6,24.95618,121.53844,45.7
105,2012.6666667,32.7,-0.08565607128589259,6,24.96398,121.5425,30.5
106,2012.8333333,0.0,-0.17102260329204355,6,24.97744,121.54458,71.0
107,2013.0833333,17.2,-0.25984987220956834,8,24.97707,121.54308,47.1
108,2013.3333333,12.2,0.7450144391942618,1,24.95204,121.54842,26.6
109,2013.4166667,31.4,0.08607145242276476,2,24.9726,121.53561,34.1
110,2013.5833333,4.0,1.4207809199709311,3,24.96299,121.51284,28.4
111,2013.0833333,8.1,-0.33256346043475354,5,24.96674,121.54067,51.6
112,2013.5833333,33.3,-0.2537559845700372,7,24.97701,121.54224,39.4
113,2013.4166667,9.9,1.3821965704746162,3,24.96044,121.51462,23.1
114,2013.3333333,14.8,-0.08495673048777365,6,24.96172,121.53812,7.6
115,2012.6666667,30.6,-0.2990615425052761,8,24.98155,121.54142,53.3
116,2013.0833333,20.6,0.21089653138295053,2,24.98092,121.54739,46.4
117,2013.0,30.9,5.0680547784625345,1,24.94375,121.47883,12.2
118,2013.0,13.6,3.180483576092519,0,24.93885,121.50383,13.0
119,2013.5,25.3,0.9369387225695224,3,24.96622,121.51709,30.6
120,2013.5,16.6,-0.17417551694306949,5,24.98203,121.54348,59.6
121,2013.1666667,13.3,0.0,5,24.96515,121.53737,31.3
122,2013.5,13.6,0.0,5,24.96515,121.53737,48.0
123,2013.25,31.5,-0.06634054798034116,4,24.98199,121.54464,32.5
124,2013.4166667,0.0,-0.2633594522428435,0,24.9711,121.5317,45.5
125,2012.9166667,9.9,-0.18289019430978484,7,24.97528,121.54541,57.4
126,2013.1666667,1.1,-0.2563592628791758,6,24.96571,121.54089,48.6
127,2013.0833333,38.6,0.26821517961822017,4,24.97838,121.53477,62.9
128,2013.25,3.8,-0.09302417210908376,5,24.98085,121.54391,55.0
129,2013.0833333,41.3,-0.31523994677215633,6,24.96674,121.54039,60.7
130,2013.4166667,38.5,-0.2364027701689903,7,24.98086,121.54162,41.0
131,2013.25,29.6,0.03716515207207293,8,24.98092,121.53653,37.5
132,2013.5,4.0,1.4207809199709311,3,24.96299,121.51284,30.7
133,2013.1666667,26.6,-0.008131821834712439,5,24.97433,121.53863,37.5
134,2012.8333333,18.0,-0.10201053397635713,8,24.9866,121.54082,39.5
135,2012.6666667,33.4,-0.26203837026382665,6,24.96604,121.54211,42.2
136,2012.9166667,18.9,0.44379744714427394,0,24.96357,121.54951,20.8
137,2012.75,11.4,-0.08726772262806552,5,24.97937,121.54245,46.8
138,2013.5,13.6,-0.14864146590483981,6,24.96495,121.54277,47.4
139,2013.1666667,10.0,0.38648309092323113,0,24.97843,121.52406,43.5
140,2012.6666667,12.9,0.0,5,24.96515,121.53737,42.5
141,2013.25,16.2,-0.17417551694306949,5,24.98203,121.54348,51.4
142,2013.3333333,5.1,0.9164271865795238,3,24.97213,121.51627,28.9
143,2013.4166667,19.8,0.12736620890331993,5,24.97017,121.54647,37.5
144,2013.5,13.6,0.0,5,24.96515,121.53737,40.1
145,2013.0833333,11.9,0.7450144391942618,1,24.95204,121.54842,28.4
146,2012.9166667,2.1,-0.03518378662440116,5,24.97563,121.54694,45.5
147,2012.75,0.0,-0.2633594522428435,0,24.9711,121.5317,52.2
148,2012.75,3.2,-0.0020165599643316417,8,24.97017,121.54494,43.2
149,2013.5,16.4,2.822736464661014,0,24.93293,121.51203,45.1
150,2012.6666667,34.9,-0.26848909596617615,8,24.97349,121.54245,39.7
151,2013.25,35.8,-0.2759766864654421,7,24.96719,121.54269,48.5
152,2013.5,4.9,-0.08966807450455987,9,24.98118,121.53788,44.7
153,2013.3333333,12.0,0.7450144391942618,1,24.95204,121.54842,28.9
154,2013.25,6.5,-0.09962657759420923,6,24.95418,121.53713,40.9
155,2013.5,16.9,3.0682371032268905,0,24.94297,121.50342,20.7
156,2013.1666667,13.8,3.081480542325183,0,24.94155,121.50381,15.6
157,2013.5833333,30.7,0.663115082120825,0,24.94883,121.52954,18.3
158,2013.25,16.1,0.2778650868849608,4,24.97886,121.53464,35.6
159,2013.0,11.6,-0.08726772262806552,5,24.97937,121.54245,39.4
160,2012.6666667,15.5,0.2778650868849608,4,24.97886,121.53464,37.4
161,2012.9166667,3.5,-0.37990356187393454,8,24.95836,121.53756,57.8
162,2013.4166667,19.2,0.1065871087464211,3,24.97723,121.53767,39.6
163,2012.75,16.0,3.0682371032268905,0,24.94297,121.50342,11.6
164,2013.5,8.5,-0.33256346043475354,5,24.96674,121.54067,55.5
165,2012.8333333,0.0,-0.2633594522428435,0,24.9711,121.5317,55.2
166,2012.9166667,13.7,0.6389373075782723,1,24.97694,121.55391,30.6
167,2013.4166667,0.0,-0.17102260329204355,6,24.97744,121.54458,73.6
168,2013.4166667,28.2,-0.13918650192428164,8,24.97408,121.54011,43.4
169,2013.0833333,27.6,0.019641029664513893,5,24.96299,121.5432,37.4
170,2013.4166667,8.4,1.2621927110954232,1,24.95468,121.55481,23.5
171,2013.3333333,24.0,3.4640466552247284,0,24.94741,121.49628,14.4
172,2013.0833333,3.6,-0.09302417210908376,5,24.98085,121.54391,58.8
173,2013.5833333,6.6,-0.3448850092132377,9,24.97433,121.5431,58.1
174,2013.0833333,41.3,-0.07755721212044214,4,24.98326,121.5446,35.1
175,2013.4166667,4.3,-0.05166967079049114,7,24.9805,121.53778,45.2
176,2013.0833333,30.2,-0.017216814188918288,3,24.97005,121.53758,36.5
177,2012.8333333,13.9,3.5036121591732963,0,24.94867,121.49507,19.2
178,2013.0833333,33.0,-0.26709607982871764,9,24.97697,121.54262,42.0
179,2013.5,13.1,0.559854370240478,4,24.99176,121.53456,36.7
180,2013.0833333,14.0,-0.04582154388558794,1,24.97493,121.5273,42.6
181,2012.6666667,26.9,3.3967332792997356,0,24.94898,121.49621,15.5
182,2013.1666667,11.6,-0.24922645027589924,8,24.98489,121.54121,55.9
183,2013.5,13.5,1.4207809199709311,3,24.96299,121.51284,23.6
184,2013.5,17.0,3.081480542325183,0,24.94155,121.50381,18.8
185,2012.75,14.1,1.822589849455026,0,24.95495,121.56174,21.8
186,2012.75,31.4,0.8198216719592925,3,24.97285,121.5173,21.5
187,2013.1666667,20.9,1.4531873441891536,3,24.96322,121.51237,25.7
188,2013.0,8.9,2.219782288436747,0,24.95464,121.56627,22.0
189,2012.9166667,34.8,-0.2594025584868486,8,24.97707,121.54312,44.3
190,2012.9166667,16.3,3.0682371032268905,0,24.94297,121.50342,20.5
191,2013.5,35.3,0.10673569827895378,8,24.97945,121.53642,42.3
192,2013.1666667,13.2,0.22132981708637126,2,24.97371,121.54951,37.8
193,2013.1666667,43.8,-0.3730978007547421,7,24.9675,121.54069,42.7
194,2013.4166667,9.7,-0.060733975636123705,5,24.98246,121.54477,49.3
195,2013.5,15.2,2.8152726519205644,0,24.93363,121.51158,29.3
196,2013.3333333,15.2,-0.026721823055361277,5,24.95425,121.5399,34.6
197,2013.0,22.8,0.18513637703525168,2,24.981,121.54713,36.6
198,2013.25,34.4,-0.31374855766861903,8,24.96881,121.54089,48.2
199,2013.0833333,34.0,-0.2872439963734196,7,24.96628,121.54196,39.1
200,2013.4166667,18.2,-0.034842056451661316,8,24.96945,121.5449,31.6
201,2013.4166667,17.4,0.4322265201498908,0,24.96305,121.54915,25.5
202,2013.4166667,13.1,0.0598763453533195,5,24.98746,121.54391,45.9
203,2012.9166667,38.3,0.12916147261411648,3,24.97559,121.53713,31.5
204,2012.6666667,15.6,-0.17417551694306949,5,24.98203,121.54348,46.1
205,2013.0,18.0,0.791967358030041,1,24.95182,121.54887,26.6
206,2013.0833333,12.8,0.8219127412906018,3,24.97289,121.51728,21.4
207,2013.25,22.2,-0.09671951051809587,10,24.98343,121.53762,44.0
208,2013.0833333,38.5,0.148359738090991,3,24.97503,121.53692,34.2
209,2012.75,11.5,0.7450144391942618,1,24.95204,121.54842,26.2
210,2012.8333333,34.8,-0.27177197180799034,8,24.97347,121.54271,40.9
211,2013.5,5.2,-0.08726772262806552,5,24.97937,121.54245,52.2
212,2013.0833333,0.0,-0.187318007866747,1,24.9748,121.53059,43.5
213,2013.3333333,17.6,1.1274552252783843,2,24.98672,121.52091,31.1
214,2013.0833333,6.2,-0.3448850092132377,9,24.97433,121.5431,58.0
215,2013.5833333,18.1,1.1081540373003504,3,24.96731,121.51486,20.9
216,2013.3333333,19.2,-0.09315250333446583,8,24.972,121.54477,48.1
217,2013.25,37.8,0.08472255819155813,1,24.97153,121.53559,39.7
218,2012.9166667,28.0,-0.1026710749658656,6,24.97838,121.54119,40.8
219,2013.4166667,13.6,0.0,5,24.96515,121.53737,43.8
220,2012.75,29.3,0.032229421551508236,8,24.98102,121.53655,40.2
221,2013.3333333,37.2,-0.2624319479684265,9,24.97703,121.54265,78.3
222,2013.3333333,9.0,0.7809617751496154,0,24.98569,121.5276,38.5
223,2013.5833333,30.6,-0.052465496068429096,10,24.98123,121.53743,48.5
224,2013.25,9.1,0.7809617751496154,0,24.98569,121.5276,42.3
225,2013.3333333,34.5,-0.14360169695941694,6,24.97814,121.5417,46.0
226,2013.25,1.1,-0.2563592628791758,6,24.96571,121.54089,49.0
227,2013.0,16.5,3.081480542325183,0,24.94155,121.50381,12.8
228,2012.9166667,32.4,-0.19500371774272324,8,24.98059,121.53986,40.2
229,2013.4166667,11.9,2.2997450886910404,0,25.00115,121.51776,46.6
230,2013.5833333,31.0,0.5701346027165703,0,24.9489,121.53095,19.0
231,2013.5,4.0,1.4207809199709311,3,24.96299,121.51284,33.4
232,2012.8333333,16.2,3.0752322280137703,0,24.94235,121.50357,14.7
233,2012.9166667,27.1,3.3653972834296835,1,24.95032,121.49587,17.4
234,2013.3333333,39.7,-0.13636879458437073,9,24.98016,121.53932,32.4
235,2013.25,8.0,1.4802132993726276,4,24.96007,121.51361,23.9
236,2012.75,12.9,-0.2073903849610568,7,24.96606,121.54297,39.3
237,2013.1666667,3.6,-0.1016283730296006,10,24.98322,121.53765,61.9
238,2013.1666667,13.0,0.2065501802560135,0,24.97668,121.52518,39.0
239,2013.0833333,12.8,0.2065501802560135,0,24.97668,121.52518,40.6
240,2013.5,18.1,0.29657131585087204,0,24.96334,121.54767,29.7
241,2013.0833333,11.0,1.0475954333655348,2,24.96412,121.5167,28.8
242,2013.5,13.7,-0.2073903849610568,7,24.96606,121.54297,41.4
243,2012.8333333,2.0,1.3607047384352104,3,24.96357,121.51329,33.4
244,2013.4166667,32.8,-0.24727221035814106,8,24.98236,121.53923,48.2
245,2013.0833333,4.8,0.9164271865795238,3,24.97213,121.51627,21.7
246,2013.4166667,7.5,0.12651870777409108,5,24.97258,121.54814,40.8
247,2013.4166667,16.4,-0.08790852035213052,6,24.96412,121.54273,40.6
248,2013.3333333,21.7,0.48313976635304634,0,24.96211,121.54928,23.1
249,2013.0,19.0,0.44379744714427394,0,24.96357,121.54951,22.3
250,2012.8333333,18.0,4.99068693000978,1,24.95743,121.47516,15.0
251,2013.1666667,39.2,-0.05795772915364398,7,24.97429,121.53917,30.0
252,2012.9166667,31.7,0.5727458641721709,0,24.9496,121.53018,13.8
253,2012.8333333,5.9,-0.3448850092132377,9,24.97433,121.5431,52.7
254,2012.6666667,30.4,1.0673069379036533,2,24.96464,121.51623,25.9
255,2012.6666667,1.1,-0.13928152711926356,5,24.98254,121.54395,51.8
256,2013.4166667,31.5,4.309016354462689,1,24.95095,121.48458,17.4
257,2012.6666667,14.6,-0.131337695507686,1,24.97519,121.53151,26.5
258,2013.25,17.3,-0.04128737421608504,1,24.97501,121.5273,43.9
259,2013.4166667,0.0,-0.17102260329204355,6,24.97744,121.54458,63.3
260,2013.0833333,17.7,0.29657131585087204,0,24.96334,121.54767,28.8
261,2013.25,17.0,0.8522787419453914,4,24.97073,121.517,30.7
262,2013.1666667,16.2,1.541502404128849,3,24.95885,121.51359,24.4
263,2012.9166667,15.9,-0.17417551694306949,5,24.98203,121.54348,53.0
264,2013.4166667,3.9,1.4207809199709311,3,24.96299,121.51284,31.7
265,2013.1666667,32.6,0.0012238249366369992,7,24.96968,121.54522,40.6
266,2012.8333333,15.7,0.2778650868849608,4,24.97886,121.53464,38.1
267,2013.25,17.8,1.1081540373003504,3,24.96731,121.51486,23.7
268,2012.8333333,34.7,-0.008131821834712439,5,24.97433,121.53863,41.1
269,2013.4166667,17.2,-0.08726772262806552,5,24.97937,121.54245,40.1
270,2013.0,17.6,0.29657131585087204,0,24.96334,121.54767,23.0
271,2013.3333333,10.8,-0.20571546932918044,1,24.9746,121.53046,117.5
272,2012.9166667,17.7,-0.034842056451661316,8,24.96945,121.5449,26.5
273,2012.75,13.0,0.0,5,24.96515,121.53737,40.5
274,2013.4166667,13.2,-0.27649361665892097,1,24.97371,121.52984,29.3
275,2013.1666667,27.5,-0.08430717705468592,7,24.97305,121.53994,41.0
276,2012.6666667,1.5,-0.40246085210903565,7,24.96772,121.54102,49.7
277,2013.0,19.1,-0.026721823055361277,5,24.95425,121.5399,34.0
278,2013.4166667,21.2,1.4531873441891536,3,24.96322,121.51237,27.7
279,2012.75,0.0,-0.2436497503507004,6,24.95618,121.53844,44.0
280,2013.4166667,2.6,0.9116398739109228,3,24.97026,121.51642,31.1
281,2013.25,2.3,-0.2643031803310379,6,24.96581,121.54086,45.4
282,2013.3333333,4.7,-0.08966807450455987,9,24.98118,121.53788,44.8
283,2012.9166667,2.0,0.8271283969790401,1,24.9512,121.549,25.6
284,2013.4166667,33.5,1.2759640679436153,2,24.98674,121.51844,23.5
285,2012.9166667,15.0,-0.09352367672480166,7,24.96735,121.54464,34.4
286,2013.1666667,30.1,0.19405260739005872,3,24.97509,121.53644,55.3
287,2012.9166667,5.9,-0.3448850092132377,9,24.97433,121.5431,56.3
288,2013.0,19.2,-0.026721823055361277,5,24.95425,121.5399,32.9
289,2013.5833333,16.6,-0.14467530139811502,6,24.97841,121.5428,51.0
290,2013.3333333,13.9,-0.17417551694306949,5,24.98203,121.54348,44.5
291,2013.0833333,37.7,-0.001619548648350263,0,24.97217,121.53471,37.0
292,2012.8333333,3.4,-0.3740550916078932,7,24.95744,121.53711,54.4
293,2013.0833333,17.5,-0.08288446017877783,5,24.95674,121.534,24.5
294,2012.6666667,12.6,-0.09352367672480166,7,24.96735,121.54464,42.5
295,2013.5,26.4,-0.13451515948008938,6,24.9796,121.5414,38.1
296,2013.1666667,18.2,1.4484335092315217,3,24.96299,121.51252,21.8
297,2012.75,12.5,0.559854370240478,4,24.99176,121.53456,34.1
298,2012.8333333,34.9,0.06421162308355127,4,24.97003,121.5458,28.5
299,2013.3333333,16.7,3.081480542325183,0,24.94155,121.50381,16.7
300,2013.1666667,33.2,-0.3180426320622733,10,24.98178,121.54059,46.1
301,2013.0833333,2.5,-0.28841228264596147,4,24.96696,121.53992,36.9
302,2012.75,38.0,-0.026135362231407857,0,24.97229,121.53445,35.7
303,2013.5,16.5,1.541502404128849,3,24.95885,121.51359,23.2
304,2013.5,38.3,-0.045084004160850226,0,24.97161,121.53423,38.4
305,2013.4166667,20.0,0.9733015255020326,3,24.96622,121.51668,29.4
306,2013.0833333,16.2,-0.17417551694306949,5,24.98203,121.54348,55.0
307,2013.5,14.4,-0.2766211753217422,1,24.97369,121.52979,50.2
308,2012.8333333,10.3,2.221253590913703,0,24.9546,121.56627,24.7
309,2013.4166667,16.4,-0.17417551694306949,5,24.98203,121.54348,53.0
310,2013.25,30.3,0.663115082120825,0,24.94883,121.52954,19.1
311,2013.5833333,16.4,0.9882514694569108,2,24.95394,121.55174,24.7
312,2013.1666667,21.3,0.03911381237133616,4,24.97425,121.53814,42.2
313,2013.5833333,35.4,-0.14910637688588954,9,24.97071,121.54069,78.0
314,2013.3333333,8.3,-0.33256346043475354,5,24.96674,121.54067,42.8
315,2013.25,3.7,0.07359104761371736,6,24.97201,121.54722,41.6
316,2013.0833333,15.6,1.0851754515327727,2,24.9832,121.51812,27.3
317,2013.25,13.3,-0.2073903849610568,7,24.96606,121.54297,42.0
318,2012.75,15.6,0.22364450035889819,2,24.97795,121.53451,37.5
319,2013.3333333,7.1,-0.09671951051809587,10,24.98343,121.53762,49.8
320,2013.25,34.6,-0.1884649199084393,5,24.95562,121.53872,26.9
321,2012.75,13.5,3.180483576092519,0,24.93885,121.50383,18.6
322,2012.9166667,16.9,0.40561105320707025,4,24.98872,121.53411,37.7
323,2013.0,12.9,-0.2615974087221626,1,24.97388,121.52981,33.1
324,2013.4166667,28.6,-0.2533125336601215,6,24.97631,121.54436,42.5
325,2012.6666667,12.4,1.0475954333655348,2,24.96412,121.5167,31.3
326,2013.0833333,36.6,-0.0029288705083856323,8,24.97015,121.54494,38.1
327,2013.5,4.1,-0.3740550916078932,7,24.95744,121.53711,62.1
328,2013.4166667,3.5,0.22756808808449297,3,24.97538,121.54971,36.7
329,2012.8333333,15.9,0.8631083522425173,3,24.97003,121.51696,23.6
330,2013.0,13.6,3.180483576092519,0,24.93885,121.50383,19.2
331,2013.0833333,32.0,0.5704479197551287,0,24.94935,121.53046,12.8
332,2013.3333333,25.6,3.457182007670344,0,24.94826,121.49587,15.6
333,2013.1666667,39.8,0.10771419168238544,2,24.97577,121.53475,39.6
334,2012.75,7.8,-0.33256346043475354,5,24.96674,121.54067,38.4
335,2012.9166667,30.0,0.4473220492273429,5,24.99006,121.5346,22.8
336,2013.5833333,27.3,-0.1327345744579486,6,24.96431,121.54063,36.5
337,2012.8333333,5.1,1.1803053716618215,2,24.98407,121.51748,35.6
338,2012.8333333,31.3,0.0932475285294478,5,24.96871,121.54651,30.9
339,2012.9166667,31.5,-0.20090515146432364,9,24.96867,121.54331,36.3
340,2013.3333333,1.7,-0.13928152711926356,5,24.98254,121.54395,50.4
341,2013.3333333,33.6,-0.19000043091822832,0,24.97281,121.53265,42.9
342,2013.0,13.0,0.22132981708637126,2,24.97371,121.54951,37.0
343,2012.6666667,5.7,-0.3448850092132377,9,24.97433,121.5431,53.5
344,2013.0,33.5,0.0609930416148549,8,24.98223,121.53597,46.6
345,2013.5,34.6,2.2257859579372306,0,24.998,121.5155,41.2
346,2012.6666667,0.0,-0.2633594522428435,0,24.9711,121.5317,37.9
347,2013.4166667,13.2,1.0475954333655348,2,24.96412,121.5167,30.8
348,2013.5833333,17.4,5.1468029386906355,1,24.95719,121.47353,11.2
349,2012.8333333,4.6,-0.19963926478826372,6,24.97585,121.54516,53.7
350,2012.75,7.8,-0.33256346043475354,5,24.96674,121.54067,47.0
351,2013.0,13.2,0.0,5,24.96515,121.53737,42.3
352,2012.8333333,4.0,1.4489957630952357,3,24.96324,121.51241,28.6
353,2012.8333333,18.4,1.8736613851428663,3,24.96143,121.50827,25.7
354,2013.5,4.1,1.4207809199709311,3,24.96299,121.51284,31.3
355,2013.4166667,12.2,0.7450144391942618,1,24.95204,121.54842,30.1
356,2013.25,3.8,-0.09302417210908376,5,24.98085,121.54391,60.7
357,2012.8333333,10.3,-0.24102578453298848,1,24.97417,121.52999,45.3
358,2013.4166667,0.0,-0.1315617386503263,9,24.96853,121.54413,44.9
359,2013.1666667,1.1,-0.2563592628791758,6,24.96571,121.54089,45.1
360,2013.5,5.6,1.645353697166807,0,24.95505,121.55964,24.7
361,2012.6666667,32.9,-0.3475922744430639,10,24.983,121.54022,47.1
362,2013.0833333,41.4,-0.18114557636686487,8,24.97345,121.54093,63.3
363,2013.4166667,17.1,0.4078861641084259,4,24.98872,121.53408,40.0
364,2013.5,32.3,-0.3281552184626657,10,24.98182,121.54086,48.0
365,2013.4166667,35.3,0.10464625991305068,7,24.97913,121.53666,33.1
366,2012.9166667,17.3,1.5186869149018902,4,24.96182,121.51222,29.5
367,2012.75,14.2,1.123917747152635,1,24.95153,121.55254,24.8
368,2012.8333333,15.0,1.1469014833372848,2,24.96464,121.51531,20.9
