UNITID,city,state,admission_rate,sat_verbal_midrange,sat_math_midrange,sat_writing_midrange,act_combined_midrange,act_english_midrange,act_math_midrange,act_writing_midrange,sat_total_average,undergrad_size,percent_white,percent_black,percent_hispanic,percent_asian,percent_part_time,average_cost_academic_year,average_cost_program_year,tuition_(instate),tuition_(out_of_state),spend_per_student,faculty_salary,percent_part_time_faculty,percent_pell_grant,completion_rate,predominant_degree,highest_degree,ownership,gender,percent_female,agege24,faminc,mean_earnings_6_years,median_earnings_6_years,mean_earnings_10_years,median_earnings_10_years,region
100937.0,185,1,0.6422,575.0,580.0,510.0,26.0,27.0,25.0,7.0,1177.0,1181.0,0.8103,0.094,0.0305,0.039,0.0119,44512.0,17831.0,30690.0,30690.0,9990.0,7513.0,0.6479,0.2136,0.6192,1,1,1,0,0.56999999284744,-1.8695652547146804,3.249434907432788,30200.0,26800.0,45300.0,41900.0,7
101028.0,1668,1,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,1769.0,0.4675,0.4409,0.0379,0.0136,0.4059,6800.0,17831.0,4260.0,7590.0,4459.0,5749.0,0.2903,0.6116,0.46525,0,0,2,0,0.70999997854232,-0.08695644286722505,-0.4809858043907123,25100.0,21600.0,31200.0,27700.0,7
101073.0,1962,1,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,523.0,0.0115,0.9388,0.0134,0.0038,0.0631,17655.0,17831.0,8090.0,8090.0,6652.0,5720.0,0.5833,0.8363,0.2115,1,1,1,0,0.37000000476837,-1.1739130153097606,-0.8786471565268017,19900.0,18300.0,24400.0,21300.0,7
101116.0,1385,1,0.4366,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,599.0,0.2988,0.6628,0.0117,0.0033,0.4808,28525.0,17831.0,16360.0,16360.0,4728.0,4566.0,0.1667,0.7131,0.0784,0,3,0,0,0.79000002145767,1.2173914958939505,0.2677957038537986,38200.0,31600.0,35500.0,29800.0,7
101143.0,653,1,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,1984.0,0.6411,0.2661,0.0444,0.0166,0.3538,10193.0,17831.0,3780.0,6888.0,5930.0,6257.0,0.426,0.5121,0.46525,0,0,2,0,0.52999997138977,-0.13043479387614798,-0.42334566445904004,31100.0,24100.0,30600.0,26300.0,7
101161.0,130,1,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,4182.0,0.7104,0.2176,0.0263,0.0072,0.3867,11921.0,17831.0,4200.0,7530.0,4101.0,6116.0,0.5625,0.4885,0.46525,0,0,2,0,0.68999999761581,-0.521739045929151,0.05077409653833389,25500.0,22400.0,31700.0,28900.0,7
101189.0,1385,1,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,2358.0,0.3919,0.5254,0.0178,0.0047,0.2354,28485.0,17831.0,18230.0,18230.0,5382.0,6657.0,0.4757,0.5816,0.2287,1,3,1,0,0.68999999761581,0.7391305418231016,0.25546581917130906,34300.0,30500.0,43500.0,37600.0,7
101240.0,765,1,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,5480.0,0.6792,0.21,0.0261,0.0055,0.4345,10247.0,17831.0,3900.0,7230.0,5876.0,5950.0,0.46299999999999997,0.6,0.46525,0,0,2,0,0.70999997854232,-0.043478221433612525,-0.8214551814229862,23200.0,20200.0,29900.0,26900.0,7
101277.0,23,1,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,89.0,0.9326,0.0337,0.0337,0.0,0.0,22865.0,13482.0,11700.0,14446.0,1764.0,5748.0,0.52845,0.4898,0.46525,2,2,0,0,0.66000002622604,0.0,0.0,27600.0,25000.0,34300.0,30900.0,7
101286.0,563,1,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,4293.0,0.6306,0.3196,0.024,0.0058,0.4675,8140.0,17831.0,3900.0,7230.0,5296.0,5544.0,0.614,0.5548,0.46525,0,0,2,0,0.75,-0.08695644286722505,-0.855347239318622,24000.0,20800.0,31900.0,27100.0,7
101295.0,881,1,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,4904.0,0.875,0.0593,0.0273,0.0043,0.4052,10822.0,17831.0,4200.0,7530.0,5289.0,5843.0,0.4283,0.5017,0.46525,0,0,2,0,0.66000002622604,-0.043478221433612525,-0.15035185360135117,28400.0,25500.0,30600.0,27800.0,7
101301.0,1962,1,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,1604.0,0.2163,0.7594,0.0062,0.0069,0.3348,14835.0,17831.0,3900.0,7230.0,5581.0,5809.0,0.5564,0.7687,0.46525,0,0,2,0,0.69999998807907,-0.4347826030619693,-1.0577916224357924,23000.0,19600.0,29300.0,24400.0,7
101365.0,185,1,0.7234,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,318.0,0.3491,0.5881,0.0063,0.0094,0.4969,26656.0,17831.0,11150.0,11150.0,6942.0,5645.0,0.3077,0.6373,0.1778,2,1,0,0,0.56999999284744,0.8260869846902832,-0.40882428634521367,31900.0,29300.0,44100.0,42300.0,7
101435.0,1385,1,0.6279,460.0,480.0,510.0,22.0,22.0,20.0,7.0,999.0,1100.0,0.5845,0.1918,0.02,0.0091,0.1836,31433.0,17831.0,23500.0,23500.0,6571.0,6027.0,0.4083,0.4302,0.4319,1,1,1,0,0.5,-1.0434782862213112,1.2815501290742626,32000.0,29700.0,40300.0,37100.0,7
101453.0,710,1,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,67.0,0.7313,0.1194,0.0448,0.0,0.5224,21160.0,17831.0,9792.0,9792.0,9356.0,5512.0,1.0,0.4839,0.0,1,3,1,0,0.27000001072883,0.7826087632566704,-0.18928029754793826,27600.0,25000.0,43400.0,32700.0,7
101462.0,974,1,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,1040.0,0.3096,0.6231,0.025,0.0048,0.3894,12217.0,17831.0,3336.0,6000.0,5498.0,6947.0,0.37799999999999995,0.5873,0.46525,2,0,2,0,0.60000002384185,0.8695652061238954,-0.9730205239014263,21800.0,18400.0,27300.0,23500.0,7
101480.0,1017,1,0.8326,485.0,480.0,510.0,23.0,22.0,21.0,7.0,1036.0,7195.0,0.6655,0.2628,0.0133,0.0053,0.2128,19202.0,17831.0,7092.0,13884.0,6949.0,6857.0,0.6516,0.4613,0.3083,1,3,2,0,0.57999998331069,-0.9130434923451632,0.49551137096087366,29800.0,27000.0,36600.0,35100.0,7
101499.0,246,1,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,1037.0,0.5853,0.297,0.0116,0.0183,0.4089,9149.0,17831.0,3908.0,7238.0,5655.0,5636.0,0.5,0.5283,0.46525,0,0,2,0,0.69999998807907,-0.08695644286722505,-0.8299977708104619,25500.0,21900.0,30900.0,27200.0,7
101505.0,185,1,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,7494.0,0.6894,0.2171,0.0388,0.0169,0.6182,12943.0,17831.0,4260.0,7590.0,4576.0,6079.0,0.3348,0.3579,0.46525,0,0,2,0,0.73000001907348,0.04347835100892292,-0.1552946974608182,27200.0,24700.0,33400.0,30300.0,7
101514.0,2139,1,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,9970.0,0.6627,0.1949,0.0396,0.0191,0.5785,9829.0,17831.0,4140.0,7410.0,3720.0,6083.0,0.2998,0.4032,0.46525,0,0,2,0,0.66000002622604,0.13043479387610454,-0.12568696501196286,26400.0,23500.0,31700.0,27200.0,7
101541.0,1265,1,0.7388,595.0,550.0,570.0,22.0,23.0,20.0,7.0,1023.0,331.0,0.7915,0.145,0.0151,0.0091,0.2115,27815.0,17831.0,15630.0,15630.0,9293.0,5638.0,1.0,0.4788,0.4051,1,1,1,2,0.97000002861022,-1.0000000000000435,0.6079839889275828,20700.0,20200.0,33800.0,30700.0,7
101569.0,185,1,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,2894.0,0.1448,0.7557,0.0104,0.0031,0.3825,12602.0,17831.0,4230.0,7590.0,5705.0,6005.0,0.4093,0.6821,0.46525,2,0,2,0,0.69999998807907,-0.2608695877522525,-0.9204512084394604,22200.0,19500.0,26700.0,22300.0,7
101587.0,1195,1,0.9957,515.0,520.0,510.0,20.0,19.0,20.0,7.0,950.0,1988.0,0.4291,0.4195,0.0216,0.0101,0.1479,17959.0,17831.0,7660.0,14170.0,8898.0,6408.0,0.5404,0.5604,0.3161,1,3,2,0,0.56999999284744,-1.0434782862213112,0.06223836691156707,31400.0,28500.0,36600.0,33800.0,7
101602.0,55,1,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,1372.0,0.7259,0.2493,0.0087,0.0058,0.2937,13204.0,17831.0,4170.0,7500.0,5904.0,5629.0,0.6531,0.5753,0.46525,2,0,2,0,0.6700000166893,-0.2608695877522525,-0.7070326043402646,24200.0,20800.0,31800.0,28000.0,7
101648.0,1265,1,0.6034,525.0,530.0,510.0,22.0,21.0,22.0,7.0,1040.0,411.0,0.5766,0.2287,0.1022,0.0365,0.0,16520.0,17831.0,8570.0,14570.0,6128.0,5909.0,0.75,0.4424,0.46525,0,0,2,0,0.12999999523162,-1.8260869927888053,1.0852167037500178,30300.0,26100.0,53000.0,48500.0,7
101675.0,679,1,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,1663.0,0.018000000000000002,0.9693,0.0054,0.0,0.0523,21336.0,17831.0,11454.0,11454.0,4921.0,4026.0,0.7786,0.8227,0.21600000000000003,1,1,1,0,0.50999999046325,-1.3043478091858651,-0.40017605478128593,21700.0,19400.0,28700.0,27200.0,7
101693.0,1369,1,0.7125,540.0,575.0,510.0,23.0,24.0,21.0,7.0,1058.0,1472.0,0.6461,0.21600000000000003,0.0122,0.0095,0.1461,30108.0,17831.0,18690.0,18690.0,6715.0,5024.0,1.0,0.5032,0.4904,1,3,1,0,0.68000000715255,-0.21739123674332958,0.7006722007033812,31600.0,28600.0,40900.0,37800.0,7
101709.0,1384,1,0.8729,554.0,508.0,510.0,23.0,25.0,21.0,7.0,1070.0,2610.0,0.7368,0.1398,0.023,0.0065,0.1004,20209.0,17831.0,10000.0,19690.0,7719.0,7035.0,0.5951,0.4136,0.4493,1,3,2,0,0.68999999761581,-1.2608695877522522,1.0240214951579116,26800.0,26300.0,36300.0,35100.0,7
101736.0,1434,1,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,3235.0,0.8195,0.127,0.0343,0.0031,0.4331,9111.0,17831.0,4140.0,7470.0,5013.0,6055.0,0.5366,0.5233,0.46525,0,0,2,0,0.63999998569488,-0.4347826030619693,-0.33642402628861356,24000.0,20400.0,30200.0,26300.0,7
101879.0,710,1,0.8092,489.0,482.0,510.0,22.0,20.0,22.0,7.0,1028.0,5536.0,0.715,0.1384,0.0246,0.0038,0.1358,15058.0,17831.0,7078.0,12670.0,6814.0,7152.0,0.9882,0.4192,0.3216,1,3,2,0,0.55000001192092,-1.1304347938761479,0.7537599539828264,30600.0,27800.0,39500.0,36300.0,7
101897.0,1761,1,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,2376.0,0.8885,0.0181,0.0526,0.0055,0.3973,7860.0,17831.0,4200.0,7530.0,4473.0,6099.0,0.37200000000000005,0.628,0.46525,0,0,2,0,0.68999999761581,0.13043479387610454,-0.46879367338324435,24600.0,21300.0,31700.0,28700.0,7
101912.0,974,1,0.3435,462.0,455.0,510.0,20.0,20.0,19.0,7.0,924.0,1854.0,0.0102,0.8495,0.0237,0.0016,0.0453,34705.0,17831.0,16234.0,16234.0,7656.0,5307.0,1.0,0.5066,0.3632,1,3,1,0,0.56000000238418,-1.3913043816284003,0.8274926085380284,27400.0,20900.0,38800.0,33700.0,7
101949.0,1377,1,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,1218.0,0.5452,0.4187,0.0074,0.0057,0.2726,10701.0,17831.0,4200.0,7530.0,6731.0,5869.0,1.0,0.5602,0.46525,0,0,2,0,0.69999998807907,-0.5652173969380738,-0.8898913002504232,23400.0,18600.0,27500.0,23200.0,7
101958.0,1385,1,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,102.0,0.6667,0.2745,0.0294,0.0098,0.0,24676.0,17831.0,9685.0,9685.0,5269.0,4710.0,0.52845,0.6446,0.46525,0,0,0,0,0.89999997615814,0.21739136631863998,0.12029316402041523,27600.0,25000.0,28700.0,29000.0,7
101994.0,674,1,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,414.0,0.47100000000000003,0.4928,0.0121,0.0024,0.37200000000000005,9693.0,17831.0,4260.0,7590.0,5559.0,5875.0,0.6842,0.701,0.46525,2,0,2,0,0.75999999046325,0.3478260306194339,-0.939014446916668,24200.0,19800.0,24200.0,20100.0,7
102030.0,1369,1,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,3363.0,0.2551,0.672,0.0152,0.0149,0.3547,10059.0,17831.0,4200.0,7530.0,5734.0,6173.0,0.568,0.6352,0.46525,0,0,2,0,0.66000002622604,-0.043478221433612525,-0.9834823570584564,22300.0,18600.0,27400.0,22600.0,7
102049.0,185,1,0.7697,565.0,560.0,555.0,26.0,27.0,24.0,7.0,1153.0,2995.0,0.8114,0.0664,0.0664,0.008,0.0504,38835.0,17831.0,26328.0,26328.0,14054.0,8261.0,0.9939,0.1494,0.6920000000000001,1,3,1,0,0.64999997615814,-1.3913043816284003,2.6318768053991994,41000.0,36400.0,57900.0,45800.0,7
102058.0,1962,1,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,447.0,0.0336,0.9664,0.0,0.0,0.2841,11187.0,17831.0,5840.0,5840.0,3672.0,3232.0,0.84,0.75,0.2133,1,3,1,0,0.66000002622604,0.0,0.0,27600.0,25000.0,34300.0,30900.0,7
102067.0,2210,1,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,4859.0,0.5526,0.34700000000000003,0.0047,0.0111,0.495,13007.0,17831.0,3900.0,7230.0,4407.0,4584.0,0.4248,0.5217,0.46525,0,0,2,0,0.62999999523162,-0.6086956183716864,-0.8713229425488062,23600.0,20000.0,28500.0,24300.0,7
102076.0,209,1,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,2161.0,0.8242,0.0551,0.0689,0.0079,0.2883,9622.0,17831.0,4260.0,7590.0,3589.0,4693.0,0.2986,0.5743,0.46525,0,0,2,0,0.68999999761581,-0.043478221433612525,-0.7416948728175234,23900.0,20100.0,29300.0,26000.0,7
102094.0,1369,1,0.8604,495.0,500.0,470.0,23.0,24.0,22.0,7.0,1064.0,11048.0,0.6374,0.22899999999999998,0.0246,0.0337,0.2076,17125.0,17831.0,6948.0,13596.0,10325.0,7212.0,0.6418,0.3743,0.3342,1,3,2,0,0.64999997615814,-0.5652173969380738,0.418224578513312,34400.0,30200.0,45200.0,38300.0,7
102234.0,1369,1,0.4627,540.0,540.0,545.0,24.0,25.0,23.0,7.0,1100.0,1269.0,0.6643,0.1608,0.0875,0.0071,0.0504,43325.0,17831.0,30924.0,30924.0,6999.0,6057.0,0.597,0.3328,0.5632,1,3,1,0,0.70999997854232,-1.3913043816284003,1.9659755403457708,34700.0,33400.0,50000.0,43800.0,7
102261.0,185,1,0.9615,515.0,520.0,510.0,21.0,20.0,20.0,7.0,970.0,160.0,0.625,0.2938,0.0313,0.0,0.1875,19127.0,17831.0,11370.0,11370.0,4314.0,4577.0,1.0,0.6089,0.1935,1,1,1,0,0.38999998569488,0.0,0.6586024145054616,34000.0,29800.0,35000.0,28800.0,7
102270.0,2210,1,0.43,400.0,411.0,510.0,19.0,18.0,17.0,7.0,882.0,863.0,0.0626,0.9224,0.0104,0.0023,0.0637,24744.0,17831.0,15901.0,15901.0,4330.0,4743.0,1.0,0.7429,0.2619,1,1,1,0,0.43000000715255,-1.6521739369867818,-0.06284150462382321,27400.0,20800.0,27900.0,24700.0,7
102298.0,2136,1,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,894.0,0.0391,0.8949,0.0257,0.0045,0.0503,18758.0,17831.0,11492.0,11492.0,6876.0,5063.0,0.8182,0.9663,0.8240000000000001,1,1,1,0,0.60000002384185,-1.434782635455797,-0.445345764051224,17900.0,15000.0,27300.0,25600.0,7
102313.0,1385,1,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,1262.0,0.4263,0.5523,0.0048,0.0095,0.4374,9955.0,17831.0,3288.0,5952.0,8051.0,6058.0,0.6636,0.6097,0.46525,2,0,2,0,0.66000002622604,0.3478260306194339,-0.9787568475443779,22400.0,19000.0,25800.0,21000.0,7
102368.0,2195,1,0.6821,515.0,520.0,510.0,21.0,22.0,21.0,7.0,990.0,16208.0,0.4908,0.3672,0.0297,0.0083,0.43799999999999994,16877.0,17831.0,7276.0,13612.0,5260.0,5996.0,0.4007,0.4758,0.3466,1,3,2,0,0.70999997854232,0.5652173969380306,0.08809091556397787,33600.0,30300.0,39500.0,36600.0,7
102377.0,2211,1,0.3511,455.0,460.0,510.0,20.0,20.0,19.0,7.0,937.0,2584.0,0.0019,0.7752,0.0019,0.0008,0.0449,32853.0,17831.0,18900.0,18900.0,13235.0,6679.0,0.9685,0.6453,0.4384,1,3,1,0,0.52999997138977,-1.8695652547146804,0.7204007608098237,30600.0,25100.0,42500.0,37100.0,7
102395.0,515,1,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,80.0,0.2125,0.1125,0.0875,0.025,0.825,22865.0,17831.0,11700.0,14446.0,3428.0,5755.0,0.2258,0.4701,0.46525,1,3,1,0,0.12999999523162,1.3478261601947443,0.09839126046008795,27600.0,25000.0,34300.0,30900.0,7
102429.0,1021,1,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,3212.0,0.8032,0.1541,0.013999999999999999,0.0044,0.4384,13443.0,17831.0,4230.0,7560.0,6162.0,6153.0,0.3519,0.5844,0.46525,0,0,2,0,0.70999997854232,0.0,-0.8240915819939195,25900.0,22300.0,29800.0,25900.0,7
102553.0,54,0,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,13116.0,0.5759,0.0361,0.0735,0.0722,0.4516,13180.0,17831.0,5147.0,15206.0,9844.0,8471.0,0.8852,0.2473,0.2547,1,3,2,0,0.62999999523162,-0.043478221433612525,0.7358980492497308,40800.0,36100.0,45500.0,42000.0,0
102580.0,1619,0,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,26.0,0.8846,0.0,0.0385,0.0,0.1923,13380.0,17831.0,9200.0,9200.0,14539.0,2500.0,0.52845,0.2182,0.46525,2,1,1,0,0.66000002622604,0.0,0.0,27600.0,25000.0,34300.0,30900.0,0
102614.0,677,0,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,5729.0,0.4486,0.0229,0.0504,0.0133,0.3795,15035.0,17831.0,4984.0,15560.0,16400.0,8842.0,0.9141,0.2349,0.309,1,3,2,0,0.57999998331069,-0.3913042520530464,0.6223345710997441,35000.0,30900.0,43300.0,38200.0,0
102632.0,1038,0,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,1488.0,0.4751,0.0081,0.0551,0.0276,0.4899,16409.0,17831.0,5693.0,16269.0,11626.0,8027.0,0.912,0.1834,0.1389,1,3,2,0,0.66000002622604,0.13043479387610454,0.5058391735151804,32400.0,29600.0,41700.0,39500.0,0
102669.0,54,0,0.3745,520.0,480.0,502.0,22.0,21.0,21.0,7.0,1008.0,340.0,0.5441,0.0294,0.0353,0.0176,0.3853,42925.0,17831.0,29810.0,29810.0,10753.0,5137.0,1.0,0.2791,0.3902,1,3,1,0,0.63999998569488,-0.08695644286722505,1.3504628011558275,39900.0,41100.0,49300.0,47400.0,0
102711.0,1967,0,0.4888,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,1347.0,0.5702,0.0171,0.0364,0.0082,0.7765,22865.0,17831.0,11700.0,14446.0,21543.0,6256.0,1.0,0.1163,0.46525,2,0,2,0,0.31999999284744,0.39130451120366744,-0.20795522819408208,35900.0,31800.0,41400.0,30100.0,0
102845.0,54,0,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,2191.0,0.429,0.0374,0.3241,0.0196,0.0,21163.0,17831.0,19882.0,19882.0,6073.0,3949.0,0.2115,0.6598,0.3534,2,1,0,0,0.68000000715255,1.2173914958939505,0.4945252221859737,36500.0,33500.0,46600.0,42000.0,0
103361.0,2239,0,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,134.0,0.3657,0.0,0.0672,0.0,0.6493,12434.0,17831.0,4448.0,4448.0,9474.0,7202.0,0.8889,0.2092,0.46525,0,0,2,0,0.62999999523162,-0.043478221433612525,0.7358980492497308,40800.0,36100.0,45500.0,42000.0,0
103501.0,54,0,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,335.0,0.4,0.1164,0.0806,0.1493,0.0,22865.0,17095.0,11700.0,14446.0,1894.0,3359.0,0.3714,0.6181,0.46525,2,0,0,0,0.85000002384185,0.7826087632566704,-0.3209178955519991,28500.0,29300.0,31200.0,30900.0,0
103644.0,1671,4,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,2761.0,0.389,0.3158,0.1268,0.0058,0.4611,25089.0,17831.0,12960.0,12960.0,8489.0,7411.0,0.52845,0.8264,0.3175,0,1,0,0,0.81000000238418,0.9130436867081291,-0.39890509097559873,24600.0,23500.0,29600.0,28300.0,8
103723.0,1671,4,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,254.0,0.3465,0.0827,0.1614,0.0079,0.18899999999999997,22865.0,17831.0,11700.0,14446.0,5313.0,4869.0,0.52845,0.7475,0.3773,1,1,0,0,0.23000000417232,-0.652173839805299,0.4594925080150765,24100.0,21000.0,29100.0,25200.0,8
103732.0,1671,4,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,43.0,0.6047,0.0698,0.1628,0.0,0.2093,22865.0,15718.0,11700.0,14446.0,11911.0,5748.0,0.52845,0.6598,0.46525,2,2,0,0,0.95999997854232,0.47826095407084906,0.287452594818507,17800.0,14000.0,26600.0,19300.0,8
103741.0,2200,4,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,175.0,0.2343,0.1029,0.5657,0.0114,0.2,22865.0,17171.0,11700.0,14446.0,6749.0,5748.0,0.52845,0.7843,0.46525,2,2,0,0,0.97000002861022,0.13043479387610454,-0.05016072037725921,20000.0,17800.0,22700.0,16400.0,8
103778.0,800,4,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,2.0,1.0,0.0,0.0,0.0,1.0,22865.0,17831.0,11700.0,14446.0,53366.0,10953.0,0.6027,0.0,0.46525,2,3,1,0,0.34000000357627,2.260869846902873,0.022105509076617354,102400.0,97400.0,34300.0,30900.0,8
103787.0,1671,4,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,77.0,0.0649,0.1169,0.1948,0.0,0.1169,20601.0,17831.0,12000.0,12000.0,6669.0,1954.0,1.0,0.7945,0.5,1,1,1,0,0.62999999523162,-0.043478221433612525,-0.8130177688279258,27600.0,25000.0,34300.0,30900.0,8
